,index,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
2687,2967,Machine Learning Engineer,$49K-$92K (Glassdoor est.),"MUST HAVES:
"" Excellent Knowledge and experience on Spark / Pyspark
"" Excellent knowledge and experience on Hadoop
"" Good Knowledge of ML Ops

Role Description
"" Hands on experience in predictive analytics and statistical tools, machine learning algorithms and big data tools
"" Identify, analyze and interpret trends or patterns in complex data sets using various regression, classification or clustering

ML approaches
"" Good familiarity with classic ML approaches
"" Create visualizations to visually represent data for consumption by different audiences

Business Domain knowledge: Finance & banking systems, Fraud, Payments
Niches: Cognitive Computing, Natural Language Understanding

Total Experience Required
"" 2
"" NLP exposure beneficial
"" Deep Learning proficiency a plus

Required Technical Skills
"" SQL, R or Python, , Spark, Hive
"" Frameworks/libs: SciKit-learn, NLTK, Gensim, Pandas, NumPy, Matplotlib, SciKit

Desirable Technical Skills
"" Hadoop, Spark, Elastic Stack, Git
"" Frameworks/libs: TensorFlow, Keras, Spacy
"" Familiarity with HTTP and invoking web-APIs

Personal Skills
"" Experienced in managing work with distributed teams
"" Experience working in SCRUM methodology
"" Proven sense of high accountability and self-drive to take on and see through big challenges
"" Confident, takes ownership, willingness to get the job done
"" Excellent verbal communications and cross group collaboration skills",2.9,"NTT DATA, Inc.
2.9","Irving, TX","Singapore, Singapore",201 to 500 employees,-1,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,-1,-1
2688,2968,"Financial Crimes Technology and Data Analytics Manager, Vice President",$49K-$92K (Glassdoor est.),"Financial Crimes Technology and Data Analytics Manager, Vice President

Apply Now

Requisition # 10036370-WD

Job Type Day


Location
Dallas, Texas


Date Posted 07/08/2020
Your potential. Your opportunity.
Description


Financial Crimes Technology & Data Analytics Manager, Vice President
Do you want your voice heard and your actions to count?

Discover your opportunity with Mitsubishi UFJ Financial Group (MUFG), the 5th largest financial group in the world (as ranked by S&P Global, April 2018). In the Americas, we’re 14,000 colleagues, striving to make a difference for every client, organization, and community we serve. We stand for our values, developing positive relationships built on integrity and respect. It’s part of our culture to put people first, listen to new and diverse ideas and collaborate toward greater innovation, speed and agility. We’re a team that accepts responsibility for the future by asking the tough questions and owning the solutions. Join MUFG and be empowered to make your voice heard and your actions count.
Job Summary:

As part of the Financial Crimes Office Americas division, the Technology Compliance and Data Analytics Manager will be responsible to support Sanctions / BSA/AML business partners to implement technical and business solutions and enhancements ensuring consistency with business strategy, commitments and goals. The Technology Compliance and Data Analytics Manager will be responsible for the direction, coordination, implementation, execution, control, and completion of assigned initiatives; and serve as primary gatekeeper /SME of Financial Crimes data, with key objective to extract and integrate data from disparate sources for visualization, adhoc reporting, data analysis and documentation.

May require managing multiple work efforts, partners, and external vendors for the Americas. The specifics of the job requirements are:
Major Responsibilities:
Act as business lead on technology initiatives, consults with business partners, technology, and vendors to document detailed analysis of business requirements (business specifications/mapping, current and future processes. Lend subject matter expertise to project teams and working groups.
Perform requirements analysis as well as document/communicate results and findings
Manage moderate technology system or business initiatives by managing scope, goals and deliverables, developing and administering the schedule, budget, resources and deliverables.
Responsible for serving as SME on large technology projects, providing and ensuring requirements, design and controls are met for FCC systems. Includes active and leadership involvement all phases
Lead or assist with user acceptance testing through direct interaction with business and technology partners. Execute testing and data validation programs, may lead the work of other analysts as part of the team. Testing coverage involves end to end data validations, integrity/completeness, business rules, controls structure and sophisticated logic.
Liaison for business and data analysis in support of the automation of processes and reports
Serve as primary gatekeeper of Financial Crimes data, with key objective to extract and integrate data from disparate sources for visualization, data analysis and documentation.
Gather critical information from various stakeholders and produce Ad-Hoc Reports
Evaluate processes, anticipate requirements, uncover areas for improvement, and develop and implement solutions
Perform requirements analysis as well as document/communicate results and findings
Qualifications
Qualifications:
Demonstrated knowledge and direct work experience in leading projects and managing multiple priorities/projects simultaneously.
Direct data analysis experience querying /accessing and analyzing large volumes of data using SQL. Oracle / SQL Server preferred. Experience working with Actimize, SAS, SAS Enterprise Guide, and SAS EMiner a plus.
Ability to recognize and effectively communicate a course of action
Proven excellence in execution/problem solving in complex and demanding situations
Solid judgment and negotiating skills, and a practical approach to implementation
Collaborative with strong interpersonal communication skills
Strong experience supporting requirements gathering, analysis and documentation, and strong technical knowledge of databases.
Process oriented with a strong ability to develop and communicate appropriate strategies or solutions
Detail-oriented and organized execution
Should be a self-starter with strong collaborative, analytical, written/verbal communication skills and be well versed in MS Office including Visio.
Bachelor's Degree in Engineering, Computer Science, Information Systems, Mathematics or equivalent experience
The above statements are intended to describe the general nature and level of work being performed. They are not intended to be construed as an exhaustive list of all responsibilities duties and skills required of personnel so classified.

We are proud to be an Equal Opportunity / Affirmative Action Employer and committed to leveraging the diverse backgrounds, perspectives, and experience of our workforce to create opportunities for our colleagues and our business. We do not discriminate in employment decisions on the basis of any protected category.

A conviction is not an absolute bar to employment. Factors such as the age of the offense, evidence of rehabilitation, seriousness of violation, and job relatedness are considered in all employment decisions. Additionally, it's the bank's policy to only inquire into a candidate's criminal history after an offer has been made. Federal law prohibits banks from employing individuals who have been convicted of, or received a pretrial diversion for, certain offenses.

Job Compliance
Primary Location Dallas, Texas


Shift Day

Schedule Full Time

Apply Now",3.1,"MUFG
3.1","Dallas, TX","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1
2689,2969,Senior Data Architect,$49K-$92K (Glassdoor est.),"At Exeter Finance, we are committed to helping customers find the right financing for their next vehicle purchase. By building strong relationships with our customers and network of dealer partners we are able to give options that make sense, getting customers behind the wheel of their car.

Every team member is integral to our success. Whether you’re at a servicing center helping customers with their loans, in the field building relationships with dealers, or supporting the company from its corporate offices, you'll enjoy a nurturing, invigorating and positive work environment.

Our vision is to be a premier finance company and lender of choice known for its People, Performance and Service.

Job Description

Design and documentation of logical and physical analytical data models for transactional and analytical databases.

Works closely with Data Stewards, Data Governance and developers to create and maintain data dictionary and data lineage. Helps investigate and resolve data anomalies including data quality issues and ambiguous data definitions. Recommends data integrity checks and controls to ensure data quality.

Obtains new data requirements from the business and business analysts; and coordinates efforts with the developers, dba’s and business analysts. Performs as data SME in guiding both business and IT users of data.

Source system analysis, data profiling and creating design documents and Source2Target mappings for the development teams to implement

Assists with large-scale data migrations across the enterprise as well as with optimization and scalability efforts.

Works closely with key data consumers (report analysts, data scientists etc.) to understand needs and challenges and come up with strategy and solutions.

Ensures compliance with Exeter’s policies & procedures, safety, state and federal laws, regulations and standards.

Other duties as assigned.

Bachelor’s degree in Computer Science, Information Systems, or equivalent experience.

Eight (8) to ten (10) years’ experience in designing conceptual, logical and physical data models using major enterprise data modeling tools (Embarcadero experience is preferred) which must include;

At least 5 years’ experience in strategic data planning, standards and procedures;

At least 5 years’ experience in data quality engineering, metadata consolidation and integration, metadata model development and maintenance, repository management, data warehouse design and data mining, and data security;

At least 5 years’ experience in leveraging enterprise data warehouse modeling constructs, methodologies and practices to ensure flexible, scalable, maintainable, and high-performing physical databases; and

At least 5 years’ experience in data analysis and forensics.

Proficiency in SQL

Good knowledge of ETL, ELT and batch

Experience with analytics, data visualization tools a plus

Exeter Finance LLC is an Equal Opportunity Employer.",3.5,"Exeter Finance
3.5","Irving, TX","Irving, TX",1001 to 5000 employees,2006,Company - Private,Lending,Finance,$500 million to $1 billion (USD),"GM Financial, Ally Financial, Credit Acceptance",-1
2690,2970,Data Engineer,$49K-$92K (Glassdoor est.),"Innovators Wanted!!!As an experienced member of our Software Engineering Group we look first and foremost for people who are passionate around solving business problems through innovation & engineering practices. You will be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globallyThis role requires a wide variety of strengths and capabilities, including:* BS/BA degree or equivalent experience* Expertise in application, data and infrastructure architecture disciplines* Advanced knowledge of architecture, design across all systems* Proficiency in multiple modern programming languages* Knowledge of industry wide technology trends and best practices* Keen understanding of financial control and budget management* Ability to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture4+ years' experience with building large scale big data applications* Provide technical leadership with solutions architecture and building frameworks* Experience building Data Lake using Cloudera or Hortonworks distributions* Hands-on experience in AWS Bigdata ecosystem including AWS Glue, EMR, Athena, Redshift, QuickSight and Lake Formation* Extensive experience in Spark leveraging Python, Scala or R.* In depth knowledge of Java 8* Experience working on 1 or more NoSQL Databases such as Cassandra, HBase, MongoDB, DynamoDB, Elastic Search* Hands on experience with building CI/CD* Experience in developing software solutions leveraging Test Driven Development (TDD)* Expertise in Data governance and Data Quality* Experience working with PCI Data is a plus* Experience working with Data Scientists* In depth knowledge of OO and SOLID design principles* Demonstrable experience of successfully delivering big data projects using Kafka, Spark, Cassandra and related stack on premise or cloud* Able to tune big data solutions to improve performance* Excellent understand of Spring frameworkJPMorgan Chase & Co. is an equal opportunity employer and affirmative action employer Disability/Veteran.",3.9,"JPMorgan Chase & Co.
3.9","Lewisville, TX","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
2691,2971,Big Data Engineer,$49K-$92K (Glassdoor est.),"Position: Data Engineer
Location: Dallas , TX
Total 4 candidates

Must Have : Python, Hadoop, Scala, Hive

Job Description:

Detailed overview of functional and technical role expectations:

 7+ years of experience in a Data Engineer role, who has attained a Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field.
 Should also have working experience using the following software/tools:
 Strong Programming experience with object-oriented/object function scripting languages: Python, PySpark, Scala, etc.
 Experience with big data tools: Hadoop, Apache Spark, Kafka, Hive ,etc.
 Experience with AWS cloud services: S3, EC2, EMR, RDS, Redshift
 Experience with stream-processing systems: Storm, Spark-Streaming, etc.
 Experience with relational SQL, Snowflake and NoSQL databases, including Postgres and Cassandra.

Job Type: Contract

Pay: $45.00 per hour

Schedule:
Monday to Friday
Experience:
AWS: 6 years (Required)
Hive: 6 years (Required)
Scala: 6 years (Required)
Hadoop: 6 years (Required)
Python: 7 years (Required)
Location:
Dallas, TX (Required)
Work authorization:
United States (Required)
Work Remotely:
Temporarily due to COVID-19",-1.0,CloudPoint Systems inc.,"Dallas, TX","Rock Hill, SC",1 to 50 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1
2692,2972,Sr. Enterprise BI Data Analyst,$49K-$92K (Glassdoor est.),"Job Description:You have experience and a desire to work on complex projects and handling vast amounts of data. You are someone with a drive to implement the best possible technical solutions while partnering with the development and functional support teams to assure collaboration and alignment. Leads projects from a data engineering perspective, and partnering to model appropriate data landscapes. This position will apply data-mining, statistical, and advanced modeling techniques to a variety of data to drive value-based insights to meet cross-enterprise business strategies. The analyst will drive identifying and understanding the business challenges and opportunities faced by various business units including internal and external business unit functions.* Description:* Plan and execute secure, good practice data integration strategies and approaches* Involved in end-to-end data management bringing a desire to help move forward in best practices* Size and scope development needs for both operational and complex project initiatives* Accurately identify and assess problems by asking the right questions of the right people.* Use analytical problem-solving techniques to resolve issues and questions.* Conduct risk assessment and offer options when possible to stakeholders.* Form hypothesis and run experiments / analyses to gain empirical insights and validate hypothesis* Drive strategic business decision making through detailed analytics, insights and reporting on Key Performance Indicators (KPIs) and financial results* Use Birst or Tableau to create innovative executive dashboards, scorecards, and weekly/monthly reports on the status of key business measurements.* Define, retrieve, and analyze large datasets using SQL, Birst, Tableau, and Excel to drive and define operational solutions and approaches.* Serve as liaison to business unit leaders on behalf of Global BI & Analytics, setting priority for work and ensuring standard reporting is meeting the needs of the organization; including the definition of strategic roadmaps centered around analytic capabilities & opportunities.* Coordinate business process definition including incident support resolution when necessary.* Help support and drive Enterprise Data Governance Best Practices where necessary.* Present findings to business leaders and convey recommendations and options.* Coordinate Business user acceptance testing across business and Enterprise BI technical team.* Work with offshore partners as extension of team in directing work and clarifying questions when necessary.* Work closely with the BI Data Platform Team when building new data sets and data source integrations as necessary.* Help lead activities related to Requirements Gather and User Acceptance Testing.* Birst and/or Tableau Technical Administration functions.* Collaborate with other teams to map data fields to hypotheses and curate, wrangle, and prepare date for use in advanced analytical models* All other tasks/functions as assigned by supervisor* Qualifications:* Bachelor's Degree in quantitative discipline (Mathematics, Statistics, Computer Science, Management Information Systems, or similar) required* 5-8 years' work experience in a team environment* Expertise working with Tableau and/or other BI tools such as Birst.* Demonstrated experience performing statistical analysis on large, complex datasets* Proficient with SQL* Experience working with Python, R and/or Alteryx a plus* Working on projects within the AWS cloud a plus* Demonstrated ability to explain complex analytical and statistical techniques to a wider audience* Proven track record of self-motivation and independent discretion* Strong intellectual curiosity; a willingness to ask questions and learn from others* Prior experience leading and mentoring Reporting and Analytical team members a plus* Proven ability to work on multiple projects simultaneously* Ability/willingness to wear multiple hats* Strong interpersonal skills - clear & timely communications, positive problem-solving perspectives, excellent written & verbal skills* Excel in team collaboration and working with others from diverse skill-sets and backgrounds* A deep personal motivation to always produce outstanding work* Experience with AI, NLP, Machine Learning a plus* Experience with Rapid Response, Salesforce or Oracle EBS a plusABOUT DJO GLOBALDJO Global is a leading global developer, manufacturer and distributor of high-quality medical devices that provide solutions for musculoskeletal health, vascular health and pain management. Our products address the continuum of patient care from injury prevention to rehabilitation after surgery, injury or from degenerative disease, enabling people to regain or maintain their natural motion. Our products are used by orthopedic specialists, spine surgeons, primary care physicians, pain management specialists, physical therapists, podiatrists, chiropractors, athletic trainers and other healthcare professionals. In addition, many of our medical devices and related accessories are used by athletes and patients for injury prevention and at-home physical therapy treatment. Product lines include rigid and soft orthopedic bracing, hot and cold therapy, bone growth stimulators, vascular therapy systems and compression garments, therapeutic shoes and inserts, electrical stimulators used for pain management and physical therapy products. Our surgical division offers a comprehensive suite of reconstructive joint products for the hip, knee and shoulder. Our products are marketed under a portfolio of brands including Aircast®, Chattanooga, CMF, Compex®, DonJoy®, ProCare®, Exos, Dr. Comfort®, DonJoy Performance® and DJO® Surgical.For additional information on the Company, please visit www.DJOglobal.com.DJO is a growing subsidiary of diversified technology leader Colfax CorporationEOE AA M/F/VET/DisabilityAll qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, religion, color, national origin, sex, protected veteran status, disability, or any other basis protected by federal, state or local laws.",2.4,"Colfax Corporation
2.4","Dallas, TX","Annapolis Junction, MD",10000+ employees,1995,Company - Public,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),"SPX, Flowserve, Robbins & Myers",-1
2693,2973,Big Data Engineer/Architect,$49K-$92K (Glassdoor est.),"Job Title Big Data EngineerArchitectLocation Dallas, TXDuration Long Term Contract Requirements Bachelorrsquos degree or equivalent in computer scienceengineering, computer information systems or information technology. At least 5 yearsrsquo experience in Big DataHadoop based Infrastructure. At least 6 yearsrsquo experience in Developing and Designing Software Applications. Experience with multiple SQL flavors, MapReducePigHive, Sparkscala, Python, Kafka, HBasePhoenix, Druid, Airflow. Developing petabyte-scale data-processing workflows with complicated business requirements covering various search, visualization, analytics, and reporting functions Certified Big Data Architect. Expertise and experience in software architecture, development and on-prem application design and migration. HortonWorks HDP (Big Data), Hadoop, MapReduce, Pig, Hive, Spark Core Big Data toolsproducts Kafka, HBasePhoenix, Druid, Airflow Languages like Scala, Python and Java JavaJ2EE, spring boot, Groovy, RESTful web services Web API, R. Agile Role Description Developing petabyte-scale data-processing workflows with complicated business requirements covering various search, visualization, analytics, and reporting functions Subject matter expert for the few dozen data sources that the System collects Ensuring data integrity for processed data sources All development related to data processing job orchestration Supporting machine learning experts that use the processed data New development, including bug fixes, feature enhancements, hotfixes Automation of builds and deployments Researching and prototyping new technologies and features. Key Responsibilities Subject matter expert for data processing and serving systems using legacy and state-ofthe-art frameworks, systems, and languages including but not limited to multiple SQL flavors, MapreducePigHive, Sparkscala, Python, Kafka, HBasePhoenix, Druid, Airflow Production support of two data-processing Hadoop based infrastructures that power web applications used by security groups. Developing petabyte-scale data-processing workflows with complicated business requirements covering various search, visualization, analytics, and reporting functions Subject matter expert for the few dozen data sources that the System collects Ensuring data integrity for processed data sources All development related to data processing job orchestration New development, including bug fixes, feature enhancements, hotfixes Automation of builds and deployments Researching and prototyping new technologies and features. Skills RequirementsBig Data, HortonWorks HDP (Big Data), Hadoop, MapReduce, Pig, Hive, Spark, Python, JavaJ2EE, spring boot, Groovy, RESTful web services Web API, R About IDEXCEL, INCIdexcel is an IT services organization, with a mission to bring great people and great organizations together. Our diverse client base represents a wide range of industries, including technology, telecom, insurance, healthcare, manufacturing, banking financial services, food commodities trading and federal organizations. Our teams of experienced recruiters directly work with client companies seeking exceptional people to help with their business initiatives. Idexcel, Inc. is an Equal Opportunity Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, disability, military status, national origin or any other characteristic protected under federal, state, or applicable local law.",4.1,"Idexcel Inc.
4.1","Dallas, TX","Herndon, VA",501 to 1000 employees,1998,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
2694,2974,Senior Data Analyst,$49K-$92K (Glassdoor est.),"**This position is located in Irvine, CA. Relocation assistance may be offered.**

Looking for an innovative, creative, passionate, and fun company in OC? Then, let us introduce ourselves. We are MobilityWare and we make fun for a living! Our mobile games have been rocking the app store since its inception and we regularly show up in top lists for most popular games. We recently reached over 350 million downloads across our portfolio of games!

We've been voted 2015, 2016, 2017 & 2018 Best Places to Work in Orange County by the Orange County Business Journal and OC Register! Headquartered in Irvine, CA., our flagship game, Solitaire, was released on the day the App Store opened in 2008. Other titles include Blackjack, FreeCell, Destination Solitaire and Spider Solitaire, to name a few. Our vision is to create the most exciting mobile games and have fun doing it.

Position Summary

As a Data Analyst, you will support the product team within depth analyses related to in-game activity, user behaviors, retention, funnel and monetization analysis, and provide insights to enhance the user experience. Your work will directly influence what features are built, prioritization of the roadmap and estimate expected return on these efforts. Youll be responsible for creating, monitoring and building dashboards, models and ad hoc analyses to support product efforts to drive user retention and in-game monetization. In addition to the product team, you will work closely with the DBAs, Marketing, and Monetization teams to create actionable insights.

Responsibilities
Create in-depth analyses, tools and dashboards to highlight the in-game behaviors that drive revenue activities and user retention
Work with our marketing and product teams to deliver insights into user performance and make recommendations that enhance the user acquisition activities
Work as a key member of the BI team to support in-game analyses including review of events captured, troubleshooting data discrepancies, and anomalies
Work closely with the monetization team on continuous forecasting of various revenue models
Stay up to date on current and upcoming innovations and capabilities in the mobile gaming space
Qualifications
3+ Years Work Experience in gaming, mobile gaming or lifestyle app analytics, including experience with building predictive models
Bachelors degree (advanced preferred) in a quantitative field such as Statistics, Math, Economics or in Computer Science with Modeling/Data Science coursework
Advanced SQL skills
Familiarity with relational databases, MS SQL, data transformation, data mining, and ad hoc analysis
Experience with statistical inference and advanced analytics techniques (A|B testing, ANOVA, regression, decision trees etc.)
Understanding of basic Data Engineering principles like ETL and data warehousing
Familiarity with customer data platforms (CDP) like deltaDNA, LeanPlum, TreasureData etc.
Ability to work productively with others in a highly collaborative manner
Why you should work for us:
Awesome Perks: free lunch, free snacks, free drink, free Annual Company trip
Casual workplace - yes, flip flops and shorts are pretty much an everyday thing
Growth, growth, growth - we are growing and we would love for you to join us on the ride
We also want to take care of our team so we've got profit sharing incentives, medical, dental (100% paid), vision (100% paid), Unlimited PTO/Vacation, life insurance (100% paid), and 401K
Awesome office smack dab in the middle of OC and 2 minutes off the 5 freeway
Amazing talent: We've got some heavy hitters from the industry who embody both brilliance AND humility
_Indeed Hire and Mobilityware are working together to find the best candidate for this job. _

*By applying, you agree to be contacted by our agent, Indeed Hire, and receive updates via text and phone about your application.*

Job Type: Full-time

Experience:
statistical inference: 3 years (Required)
Advanced analytics techniques: 3 years (Required)
relational databases: 3 years (Required)
building predictive models: 3 years (Required)
SQL: 3 years (Required)
mobile gaming or lifestyle mobile app: 3 years (Required)",4.5,"Mobilityware
4.5","Dallas, TX","Irvine, CA",51 to 200 employees,1990,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,-1
2695,2975,Sr. Data Analyst,$49K-$92K (Glassdoor est.),"Job Description
The Sr. Data Analyst will be responsible for data related support, investigation, research, and data management to support development solutions, as well as building and maintaining the enterprise data catalog/glossary. The Sr. Data Analyst will use current data technologies to provide analysis to assist in developing modern, scalable, SQL based solutions serving our business in the mortgage finance industry. This includes the data analysis, occasional development, metadata management and recommendations for design of client and partner integrated data solutions for both proprietary and purchased software.
Provide data analysis to assist in producing well-designed and developed solutions for on time deployment based on list of requirements
Collaborate with scrum team members on complex projects requirements
Perform extensive data validation/quality assurance analysis within large datasets
Troubleshoot and investigate data anomalies and issues along with working directly with the developers to follow through and resolve issues in data lineage and consistency
Work with business analysts to clarify business rules and requirements
Translate business data import and export needs into a maintainable integrations platform
Ensure adherence to corporate development and mortgage industry requirements",-1.0,"BurnsSearch, LLC","Dallas, TX","Frisco, TX",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
2696,2976,Azure Data Engineer- Houston TX,$49K-$92K (Glassdoor est.),"Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.",3.9,"Diverse Lynx
3.9","Dallas, TX","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
2697,2978,AWS/Big Data Engineer,$49K-$92K (Glassdoor est.),"Role: . AWS/Big Data Engineer
Location : Dallas, TX
Experience: 8-10 Year
Duration: 12 Months

Required Skill set: Data Science, Client, Python, Spark, H2O.ai

Responsibilities
Collaborate with team to provide data-driven recommendations and solutions to clients by clearly articulating complex technical concepts
Work with team to quickly understand client needs, develop solutions, and collaboratively present findings to client executives
Analyze and model both structured and unstructured data to generate value
Use industry expertise and data science experience to uncover new opportunities with data
Design and build scalable machine learning models to meet customer requirement
Develop machine learning models to automate business processes and decisions
Productionalize models into a variety of platform architectures
Coordinate with multiple internal and external functional teams to implement models and monitor outcomes
Assess the effectiveness and accuracy of new data sources and data gathering techniques
Help drive business results and participate in the account and department growth
Experience
Highly technical with hand-on experience using Apache Spark and python
Thorough understanding of data science concepts and toolsets such as H2O.ai
Knowledge of common data science languages (Python, R etc.)
Proficiency with Apache Spark (via Python, R or Java)
Training machine learning models (H2O.ai)
Hands-on experience with industry-standard predictive modeling solutions such as Spark Client, and H2O.ai in a production setting
Cleaning, blending and visualizing data (Pandas, Spark, Matplotlib)
Cloud infrastructure and services (AWS, Azure)
SQL and NoSQL databases (MySQL, PostgreSQL, Cassandra, MongoDB)
Experience working with big data distributed programming languages, and ecosystems: Spark, Hadoop, MapReduce, Kafka
Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.",3.9,"Diverse Lynx
3.9","Dallas, TX","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
2698,2979,Data Engineer,$49K-$92K (Glassdoor est.),"Title Data Engineer Location Plano, TX Translates technical specifications, andor design models into code for new or enhancement projects (for internal or external clients). Develops code that reuses objects, is well structured, includes sufficient comments, and is easy to maintain. Writes programs and reportsElevates code into the development, test, and Production environments on schedule. Participates in design, code, and test inspections throughout life cycle to identify issues and ensure methodology compliance. Participates in systems analysis activities, including system requirements analysis and definition, e.g. prototyping. Participates in other meetings, such as those for use case creation and analysis.Skills RequiredMust have expertise in spark, kafka, aws, and sql Regards, Chase Melton JNIT Technologies Inc Tel 903-292-4270 Email chasejnitinc.com mailtochasejnitinc.com",3.9,"Jnit Technologies
3.9","Plano, TX","Grapevine, TX",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1
2699,2980,"Principal Research Scientist/ Statistician, Real World Evidence/ Late Phase",$49K-$92K (Glassdoor est.),"Principal Research Scientist/ Statistician, Real World Evidence (RWE)/ Late Phase

Job Purpose / Summary:
Responsible for planning, implementing and reporting RWE or health economics and outcomes research projects within CTI. This includes working closely with pharmaceutical, medical device, and diagnostics clients, among others, in partnership with CTI business development personnel in the development of project-specific methods and project deliverables. The person in this role may conduct face-to-face client meetings, teleconference calls, and publication strategies autonomously and may serve as mentor for other Research Scientists.

What You'll Do
Provide leadership or management for Real-World Evidence (RWE) programs with responsibilities to include: business development, client interactions, developing research objectives and statistical methodology for clients, participating in and overseeing projects
Consult and design of RWE study protocols, to include retrospective studies (EMR, chart reviews, cohort) and cross-sectional and prospective observational studies
Apply knowledge of statistical theory, techniques and methods encompassing such areas as sampling, ratios and proportions, measures of dispersion and central tendency, reliability, validity, correlations, survival, trends, index numbers, forecasting, categorical data analysis, non-parametric methods
Design and conduct analyses of large- and small-scale healthcare databases, registries, and non-regulatory clinical study data including EMR, EPIC, marketscan or other large scale databases
Write statistical analysis plans for studies and work with programmers and analysts to create the necessary analyzable datasets
Effectively communicate with clients to develop and report RWE solutions during the course of business development or within the context of a project
Required Education/Experience
Bachelors in biostatistics, health services research, pharmacy, nursing, natural science, epidemiology, biostatistics, or closely related discipline
10 years experience in working in outcomes research design, epidemiology, or biostatistics
Master of Public Health (MPH), or PhD (or DrPH, ScD/PharmD/MD) level scientist in health services research, pharmacy, nursing, natural science, epidemiology, biostatistics, or closely related discipline preferred
Pharmaceutical / biotech and/or contract research organization (CRO) experience preferred
Knowledge of statistical software packages including SAS preferred
Data visualization software (e.g. Tableau) and other advanced data presentation methodology preferred
Economic modeling building experience preferred
Significant demonstrated experience with developing peer-reviewed publications in relevant medical/pharmacy journals
Why CTI?
We support career progression 25% of our global staff is promoted annually and we have a structured mentoring program to provide the support you need to move forward
We value education and training We provide tuition reimbursement, partner with universities and colleges to create programs in our field, and have a dedicated training department
We value our people - We have never had a layoff in our 20-year history, support a work-life balance with flexible schedules, and have provided cash bonuses every year for the past decade
Our culture is unparalleled Click here to learn more about The CTI Way
We think globally and act locally We have a global philanthropic program supporting our teams efforts to improve their local communities (Click here to learn more about our CTI Cares program)
We are looking toward the future We have had a consistent 15% growth rate over the last decade, invest in cutting-edge technology, and pride ourselves on our average 95% annual retention rate
Our work makes a difference We focus our work on treatments for chronically and critically-ill patients, who are depending on us to bring these life-changing therapies to market",4.0,"CTI Clinical Trial Services, Inc
4.0","Dallas, TX","Covington, KY",501 to 1000 employees,1999,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Medpace, INC Research, inVentiv Health",-1
2700,2981,Big Data Engineer,$49K-$92K (Glassdoor est.),"Tachyon Technologies is a Digital Transformation consulting firm that partners with businesses to implement customer-focused business transformation. Aligned with SAP's digital core, Tachyon Technologies collaborates with its clients to transform their business by leveraging existing IT investments and leading-edge digital solutions to positively impact their customers' experience. From initiation through realization, Tachyon Technologies understands what it takes for a consulting partner to be effective and strives to deliver a meaningful solution that exceeds its clients' expectations

JD: Python Lambda, building API integration on AWS platform (with Python as the language) and hands-on developer.

Disclaimer: The above statements are not intended to be a complete statement of job content, rather act as a guide to the essential functions performed by the employee assigned to this classification. Management retains the discretion to add or change the duties of the position at any time",4.4,"Tachyon Technologies LLC
4.4","Irving, TX","Irving, TX",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1
